date,name,price,source,price_clean,category
2025-03-13,Arroz Integral Tio João 7 Grãos + Uva Passas 500g,"R$ 13,59",https://mercado.carrefour.com.br/busca/arroz,13.59,arroz
2025-03-13,Arroz Orgânico Parboilizado Longo-fino Tipo Camil Todo Dia 1 Kg,"R$ 16,98",https://mercado.carrefour.com.br/busca/arroz,16.98,arroz
2025-03-13,Arroz Branco Longo Fino Tipo 1 5 Estrelas 5Kg,"R$ 22,99",https://mercado.carrefour.com.br/busca/arroz,22.99,arroz
2025-03-13,Arroz Branco Prato Fino Tipo 1 - 5kg,"R$ 37,49",https://mercado.carrefour.com.br/busca/arroz,37.49,arroz
2025-03-13,Arroz Branco Carrefour Classic Olimpíadas 5Kg,"R$ 24,89",https://mercado.carrefour.com.br/busca/arroz,24.89,arroz
2025-03-13,Arroz Branco Longo-fino Tipo 1 Tio João 1 Kg,"R$ 7,59",https://mercado.carrefour.com.br/busca/arroz,7.59,arroz
2025-03-13,Arroz Branco Longo-fino Tipo 1 Camil Todo Dia 5Kg,"R$ 29,99",https://mercado.carrefour.com.br/busca/arroz,29.99,arroz
2025-03-13,Arroz Branco Longo-fino Tipo 1 Tio João 5 Kg,"R$ 36,09",https://mercado.carrefour.com.br/busca/arroz,36.09,arroz
2025-03-13,Arroz Branco Longo-fino Tipo 1 Camil Todo Dia 1Kg,"R$ 6,99",https://mercado.carrefour.com.br/busca/arroz,6.99,arroz
2025-03-13,Arroz Branco Longo-fino Tipo 1 Namorado 5Kg,"R$ 27,99",https://mercado.carrefour.com.br/busca/arroz,27.99,arroz
2025-03-13,Arroz Branco Tipo 1 Saboroso 5Kg,"R$ 27,59",https://mercado.carrefour.com.br/busca/arroz,27.59,arroz
2025-03-13,Arroz Branco Carrefour Classic Olimpíadas 1Kg,"R$ 4,29",https://mercado.carrefour.com.br/busca/arroz,4.29,arroz
2025-03-13,Arroz Tipo 1 Biju 5 Kg,"R$ 28,15",https://mercado.carrefour.com.br/busca/arroz,28.15,arroz
2025-03-14,Arroz Agulhinha Tipo 1 Fantástico 100% Nobres 5 kg,"R$ 29,99",https://mercado.carrefour.com.br/busca/arroz,29.99,arroz
2025-03-14,Arroz Branco Camil Tipo 2Kg,"R$ 14,15",https://mercado.carrefour.com.br/busca/arroz,14.15,arroz
2025-03-14,Arroz Integral Tio João 7 Grãos + Uva Passas 500g,"R$ 13,59",https://mercado.carrefour.com.br/busca/arroz,13.59,arroz
2025-03-14,Arroz Parboilizado Longo-fino Tipo 1 Prato Fino 1 Kg,"R$ 6,79",https://mercado.carrefour.com.br/busca/arroz,6.79,arroz
2025-03-14,Arroz Polido Empório São João 1 Kg,"R$ 6,49",https://mercado.carrefour.com.br/busca/arroz,6.49,arroz
2025-03-14,Arroz Parboilizado Brócolis Tio João Cozinha Fácil 250g,"R$ 12,89",https://mercado.carrefour.com.br/busca/arroz,12.89,arroz
2025-03-14,Arroz Branco Longo Fino Tipo 1 5 Estrelas 5Kg,"R$ 22,99",https://mercado.carrefour.com.br/busca/arroz,22.99,arroz
2025-03-14,Cereal Infantil Sabor Arroz Carrefour Classic 230g,"R$ 6,29",https://mercado.carrefour.com.br/busca/arroz,6.29,arroz
2025-03-14,Arroz Branco Prato Fino Tipo 1 - 5kg,"R$ 37,49",https://mercado.carrefour.com.br/busca/arroz,37.49,arroz
2025-03-14,Arroz Branco Carrefour Classic Olimpíadas 5Kg,"R$ 25,99",https://mercado.carrefour.com.br/busca/arroz,25.99,arroz
2025-03-14,Arroz Branco Longo-fino Tipo 1 Tio João 1 Kg,"R$ 7,59",https://mercado.carrefour.com.br/busca/arroz,7.59,arroz
2025-03-14,Arroz Branco Longo-fino Tipo 1 Camil Todo Dia 5Kg,"R$ 29,99",https://mercado.carrefour.com.br/busca/arroz,29.99,arroz
2025-03-14,Arroz Branco Longo-fino Tipo 1 Tio João 5 Kg,"R$ 36,09",https://mercado.carrefour.com.br/busca/arroz,36.09,arroz
2025-03-14,Arroz Branco Longo-fino Tipo 1 Camil Todo Dia 1Kg,"R$ 6,99",https://mercado.carrefour.com.br/busca/arroz,6.99,arroz
2025-02-27,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69,farinha
2025-02-27,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99,farinha
2025-02-27,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59,farinha
2025-02-27,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89,farinha
2025-02-27,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 3,49",https://mercado.carrefour.com.br/busca/farinha,3.49,farinha
2025-02-27,Farinha de Aveia Integral Quaker 165g,"R$ 5,39",https://mercado.carrefour.com.br/busca/farinha,5.39,farinha
2025-02-27,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09,farinha
2025-02-27,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29,farinha
2025-02-27,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,09",https://mercado.carrefour.com.br/busca/farinha,23.09,farinha
2025-02-27,Farofa de Mandioca Tradicional Yoki 400g,"R$ 3,99",https://mercado.carrefour.com.br/busca/farinha,3.99,farinha
2025-02-27,Goma de Tapioca Tradicional da Terrinha 500g,"R$ 7,29",https://mercado.carrefour.com.br/busca/farinha,7.29,farinha
2025-02-27,Farofa de Mandioca Temperada Picante Kodilar 300 g,"R$ 4,49",https://mercado.carrefour.com.br/busca/farinha,4.49,farinha
2025-02-27,Farinha de Mandioca em Flocos Biju Kodilar 500 g,"R$ 6,29",https://mercado.carrefour.com.br/busca/farinha,6.29,farinha
2025-02-27,Cereal Infantil Mucilon Arroz e Aveia 400g,"R$ 21,25",https://mercado.carrefour.com.br/busca/farinha,21.25,farinha
2025-02-27,Cereal Infantil Mucilon Milho 400g,"R$ 21,00",https://mercado.carrefour.com.br/busca/farinha,21.0,farinha
2025-02-27,Farinha de Milho Flocão Yoki Kimilho 500g,"R$ 5,39",https://mercado.carrefour.com.br/busca/farinha,5.39,farinha
2025-02-27,Farinha Trigo Carrefour Classic Pp 1kg,"R$ 2,89",https://mercado.carrefour.com.br/busca/farinha,2.89,farinha
2025-02-28,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69,farinha
2025-02-28,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99,farinha
2025-02-28,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59,farinha
2025-02-28,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89,farinha
2025-02-28,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 3,49",https://mercado.carrefour.com.br/busca/farinha,3.49,farinha
2025-02-28,Farinha de Aveia Integral Quaker 165g,"R$ 6,05",https://mercado.carrefour.com.br/busca/farinha,6.05,farinha
2025-02-28,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29,farinha
2025-02-28,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09,farinha
2025-02-28,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,55",https://mercado.carrefour.com.br/busca/farinha,23.55,farinha
2025-02-28,Farofa de Mandioca Tradicional Yoki 400g,"R$ 3,99",https://mercado.carrefour.com.br/busca/farinha,3.99,farinha
2025-02-28,Goma de Tapioca Tradicional da Terrinha 500g,"R$ 7,19",https://mercado.carrefour.com.br/busca/farinha,7.19,farinha
2025-02-28,Mistura para Pão de Queijo Yoki 250g,"R$ 11,85",https://mercado.carrefour.com.br/busca/farinha,11.85,farinha
2025-02-28,Mistura para Purê de Batata em Flocos Yoki 180g,"R$ 19,48",https://mercado.carrefour.com.br/busca/farinha,19.48,farinha
2025-02-28,Cereal Infantil Mucilon Arroz e Aveia 400g,"R$ 21,25",https://mercado.carrefour.com.br/busca/farinha,21.25,farinha
2025-02-28,Cremogema Maizena Chocolate 180g,"R$ 7,35",https://mercado.carrefour.com.br/busca/farinha,7.35,farinha
2025-02-28,Cereal Infantil Mucilon Milho 400g,"R$ 21,25",https://mercado.carrefour.com.br/busca/farinha,21.25,farinha
2025-02-28,Farinha de Milho Flocão Yoki Kimilho 500g,"R$ 6,19",https://mercado.carrefour.com.br/busca/farinha,6.19,farinha
2025-03-01,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69,farinha
2025-03-01,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99,farinha
2025-03-01,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59,farinha
2025-03-01,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89,farinha
2025-03-01,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 3,49",https://mercado.carrefour.com.br/busca/farinha,3.49,farinha
2025-03-01,Farinha de Aveia Integral Quaker 165g,"R$ 6,05",https://mercado.carrefour.com.br/busca/farinha,6.05,farinha
2025-03-01,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29,farinha
2025-03-01,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09,farinha
2025-03-01,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,55",https://mercado.carrefour.com.br/busca/farinha,23.55,farinha
2025-03-01,Farofa de Mandioca Tradicional Yoki 400g,"R$ 3,99",https://mercado.carrefour.com.br/busca/farinha,3.99,farinha
2025-03-01,Goma de Tapioca Tradicional da Terrinha 500g,"R$ 7,19",https://mercado.carrefour.com.br/busca/farinha,7.19,farinha
2025-03-01,Mistura para Pão de Queijo Yoki 250g,"R$ 11,85",https://mercado.carrefour.com.br/busca/farinha,11.85,farinha
2025-03-01,Fubá Mimoso Kodilar 500 g,"R$ 2,19",https://mercado.carrefour.com.br/busca/farinha,2.19,farinha
2025-03-01,Farofa de Mandioca Temperada Picante Kodilar 300 g,"R$ 4,49",https://mercado.carrefour.com.br/busca/farinha,4.49,farinha
2025-03-01,Mistura para Purê de Batata em Flocos Yoki 180g,"R$ 19,48",https://mercado.carrefour.com.br/busca/farinha,19.48,farinha
2025-03-01,Cereal Infantil Mucilon Arroz e Aveia 400g,"R$ 21,25",https://mercado.carrefour.com.br/busca/farinha,21.25,farinha
2025-03-01,Cremogema Maizena Chocolate 180g,"R$ 7,35",https://mercado.carrefour.com.br/busca/farinha,7.35,farinha
2025-03-02,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69,farinha
2025-03-02,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99,farinha
2025-03-02,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59,farinha
2025-03-02,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89,farinha
2025-03-02,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 3,49",https://mercado.carrefour.com.br/busca/farinha,3.49,farinha
2025-03-02,Farinha de Aveia Integral Quaker 165g,"R$ 6,05",https://mercado.carrefour.com.br/busca/farinha,6.05,farinha
2025-03-02,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29,farinha
2025-03-02,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09,farinha
2025-03-02,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,55",https://mercado.carrefour.com.br/busca/farinha,23.55,farinha
2025-03-02,Farofa de Mandioca Tradicional Yoki 400g,"R$ 3,99",https://mercado.carrefour.com.br/busca/farinha,3.99,farinha
2025-03-02,Goma de Tapioca Tradicional da Terrinha 500g,"R$ 7,19",https://mercado.carrefour.com.br/busca/farinha,7.19,farinha
2025-03-02,Farofa de Mandioca com Pedaços de Cebola Crocante Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-02,Farofa de Mandioca com Pedaços Crocante Costelinha Defumada Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-02,Mistura para Pão de Queijo Yoki 250g,"R$ 11,85",https://mercado.carrefour.com.br/busca/farinha,11.85,farinha
2025-03-02,Fubá Mimoso Kodilar 500 g,"R$ 2,19",https://mercado.carrefour.com.br/busca/farinha,2.19,farinha
2025-03-02,Farofa de Mandioca Temperada Picante Kodilar 300 g,"R$ 4,49",https://mercado.carrefour.com.br/busca/farinha,4.49,farinha
2025-03-02,Farofa de Mandioca com Pedaços de Banana Crocante Yoki Caseiríssima 200g,"R$ 7,07",https://mercado.carrefour.com.br/busca/farinha,7.07,farinha
2025-03-03,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69,farinha
2025-03-03,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99,farinha
2025-03-03,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59,farinha
2025-03-03,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89,farinha
2025-03-03,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 3,49",https://mercado.carrefour.com.br/busca/farinha,3.49,farinha
2025-03-03,Farinha de Aveia Integral Quaker 165g,"R$ 6,05",https://mercado.carrefour.com.br/busca/farinha,6.05,farinha
2025-03-03,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29,farinha
2025-03-03,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09,farinha
2025-03-03,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,55",https://mercado.carrefour.com.br/busca/farinha,23.55,farinha
2025-03-03,Farofa de Mandioca Tradicional Yoki 400g,"R$ 3,99",https://mercado.carrefour.com.br/busca/farinha,3.99,farinha
2025-03-03,Goma de Tapioca Tradicional da Terrinha 500g,"R$ 7,19",https://mercado.carrefour.com.br/busca/farinha,7.19,farinha
2025-03-03,Farofa de Mandioca com Pedaços de Cebola Crocante Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-03,Farofa de Mandioca com Pedaços Crocante Costelinha Defumada Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-03,Mistura para Pão de Queijo Yoki 250g,"R$ 11,85",https://mercado.carrefour.com.br/busca/farinha,11.85,farinha
2025-03-03,Fubá Mimoso Kodilar 500 g,"R$ 2,19",https://mercado.carrefour.com.br/busca/farinha,2.19,farinha
2025-03-03,Farofa de Mandioca Temperada Picante Kodilar 300 g,"R$ 4,49",https://mercado.carrefour.com.br/busca/farinha,4.49,farinha
2025-03-03,Farofa de Mandioca com Pedaços de Banana Crocante Yoki Caseiríssima 200g,"R$ 7,07",https://mercado.carrefour.com.br/busca/farinha,7.07,farinha
2025-03-04,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69,farinha
2025-03-04,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99,farinha
2025-03-04,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59,farinha
2025-03-04,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89,farinha
2025-03-04,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 3,49",https://mercado.carrefour.com.br/busca/farinha,3.49,farinha
2025-03-04,Farinha de Aveia Integral Quaker 165g,"R$ 5,89",https://mercado.carrefour.com.br/busca/farinha,5.89,farinha
2025-03-04,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29,farinha
2025-03-04,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09,farinha
2025-03-04,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,09",https://mercado.carrefour.com.br/busca/farinha,23.09,farinha
2025-03-04,Farofa de Mandioca Tradicional Yoki 400g,"R$ 3,99",https://mercado.carrefour.com.br/busca/farinha,3.99,farinha
2025-03-04,Farinha de Milho Flocada Cuscuz Maratá 500g,"R$ 1,99",https://mercado.carrefour.com.br/busca/farinha,1.99,farinha
2025-03-04,Farofa de Mandioca com Pedaços de Cebola Crocante Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-04,Farinha de Aveia Integral Nestlé 170g,"R$ 3,59",https://mercado.carrefour.com.br/busca/farinha,3.59,farinha
2025-03-04,Farofa de Mandioca com Pedaços Crocante Costelinha Defumada Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-04,Fubá Mimoso Kodilar 500 g,"R$ 2,19",https://mercado.carrefour.com.br/busca/farinha,2.19,farinha
2025-03-04,Farofa de Mandioca com Pedaços de Banana Crocante Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-04,Farofa de Mandioca Temperada Picante Kodilar 300 g,"R$ 4,49",https://mercado.carrefour.com.br/busca/farinha,4.49,farinha
2025-03-05,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69,farinha
2025-03-05,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99,farinha
2025-03-05,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59,farinha
2025-03-05,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89,farinha
2025-03-05,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 3,49",https://mercado.carrefour.com.br/busca/farinha,3.49,farinha
2025-03-05,Farinha de Aveia Integral Quaker 165g,"R$ 5,89",https://mercado.carrefour.com.br/busca/farinha,5.89,farinha
2025-03-05,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29,farinha
2025-03-05,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09,farinha
2025-03-05,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,09",https://mercado.carrefour.com.br/busca/farinha,23.09,farinha
2025-03-05,Farofa de Mandioca Tradicional Yoki 400g,"R$ 3,99",https://mercado.carrefour.com.br/busca/farinha,3.99,farinha
2025-03-05,Farinha de Milho Flocada Cuscuz Maratá 500g,"R$ 1,99",https://mercado.carrefour.com.br/busca/farinha,1.99,farinha
2025-03-05,Farofa de Mandioca com Pedaços de Cebola Crocante Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-05,Farinha de Aveia Integral Nestlé 170g,"R$ 3,59",https://mercado.carrefour.com.br/busca/farinha,3.59,farinha
2025-03-05,Farofa de Mandioca com Pedaços Crocante Costelinha Defumada Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-05,Fubá Mimoso Kodilar 500 g,"R$ 2,19",https://mercado.carrefour.com.br/busca/farinha,2.19,farinha
2025-03-05,Farofa de Mandioca com Pedaços de Banana Crocante Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-05,Farofa de Mandioca Temperada Picante Kodilar 300 g,"R$ 4,49",https://mercado.carrefour.com.br/busca/farinha,4.49,farinha
2025-03-06,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69,farinha
2025-03-06,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99,farinha
2025-03-06,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59,farinha
2025-03-06,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89,farinha
2025-03-06,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 3,49",https://mercado.carrefour.com.br/busca/farinha,3.49,farinha
2025-03-06,Farinha de Aveia Integral Quaker 165g,"R$ 5,89",https://mercado.carrefour.com.br/busca/farinha,5.89,farinha
2025-03-06,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29,farinha
2025-03-06,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09,farinha
2025-03-06,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,09",https://mercado.carrefour.com.br/busca/farinha,23.09,farinha
2025-03-06,Farofa de Mandioca Tradicional Yoki 400g,"R$ 3,99",https://mercado.carrefour.com.br/busca/farinha,3.99,farinha
2025-03-06,Farinha de Milho Flocada Cuscuz Maratá 500g,"R$ 1,99",https://mercado.carrefour.com.br/busca/farinha,1.99,farinha
2025-03-06,Farinha de Aveia Integral Nestlé 170g,"R$ 3,59",https://mercado.carrefour.com.br/busca/farinha,3.59,farinha
2025-03-06,Farofa de Mandioca com Pedaços de Cebola Crocante Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-06,Farofa de Mandioca com Pedaços Crocante Costelinha Defumada Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-06,Fubá Mimoso Kodilar 500 g,"R$ 2,19",https://mercado.carrefour.com.br/busca/farinha,2.19,farinha
2025-03-06,Farofa de Mandioca com Pedaços de Banana Crocante Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-06,Farofa de Mandioca Temperada Picante Kodilar 300 g,"R$ 4,49",https://mercado.carrefour.com.br/busca/farinha,4.49,farinha
2025-03-07,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69,farinha
2025-03-07,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99,farinha
2025-03-07,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59,farinha
2025-03-07,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89,farinha
2025-03-07,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 3,49",https://mercado.carrefour.com.br/busca/farinha,3.49,farinha
2025-03-07,Farinha de Aveia Integral Quaker 165g,"R$ 5,89",https://mercado.carrefour.com.br/busca/farinha,5.89,farinha
2025-03-07,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29,farinha
2025-03-07,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09,farinha
2025-03-07,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,09",https://mercado.carrefour.com.br/busca/farinha,23.09,farinha
2025-03-07,Farofa de Mandioca Tradicional Yoki 400g,"R$ 3,99",https://mercado.carrefour.com.br/busca/farinha,3.99,farinha
2025-03-07,Farinha de Milho Flocada Cuscuz Maratá 500g,"R$ 1,99",https://mercado.carrefour.com.br/busca/farinha,1.99,farinha
2025-03-07,Farinha de Aveia Integral Nestlé 170g,"R$ 3,59",https://mercado.carrefour.com.br/busca/farinha,3.59,farinha
2025-03-07,Farofa de Mandioca com Pedaços de Cebola Crocante Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-07,Farofa de Mandioca com Pedaços Crocante Costelinha Defumada Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-07,Fubá Mimoso Kodilar 500 g,"R$ 2,19",https://mercado.carrefour.com.br/busca/farinha,2.19,farinha
2025-03-07,Farofa de Mandioca com Pedaços de Banana Crocante Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-07,Farofa de Mandioca Temperada Picante Kodilar 300 g,"R$ 4,49",https://mercado.carrefour.com.br/busca/farinha,4.49,farinha
2025-03-08,Cereal Neston 3 Cereais 210g,"R$ 8,69",https://mercado.carrefour.com.br/busca/farinha,8.69,farinha
2025-03-08,"NESTON Vitamina - Pó para preparo instantâneo Morango, Pera e Banana 400g","R$ 12,99",https://mercado.carrefour.com.br/busca/farinha,12.99,farinha
2025-03-08,Cereal Neston 3 Cereais 360g,"R$ 19,59",https://mercado.carrefour.com.br/busca/farinha,19.59,farinha
2025-03-08,Farinha Láctea Nestle Tradicional 360g,"R$ 18,89",https://mercado.carrefour.com.br/busca/farinha,18.89,farinha
2025-03-08,Farinha de Aveia Integral Carrefour Viver 170 g,"R$ 4,09",https://mercado.carrefour.com.br/busca/farinha,4.09,farinha
2025-03-08,Farinha de Aveia Integral Quaker 165g,"R$ 5,89",https://mercado.carrefour.com.br/busca/farinha,5.89,farinha
2025-03-08,Farinha de Linhaça Marrom Integral Vitalin 150 g,"R$ 10,29",https://mercado.carrefour.com.br/busca/farinha,10.29,farinha
2025-03-08,Farinha de Aveia Vitalin 200g,"R$ 15,09",https://mercado.carrefour.com.br/busca/farinha,15.09,farinha
2025-03-08,Mix de Farinhas Multiuso Integral sem Glúten Vitalin 500g,"R$ 23,09",https://mercado.carrefour.com.br/busca/farinha,23.09,farinha
2025-03-08,Farinha de Milho Flocada Cuscuz Maratá 500g,"R$ 1,99",https://mercado.carrefour.com.br/busca/farinha,1.99,farinha
2025-03-08,Farofa de Mandioca com Pedaços de Cebola Crocante Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-08,Farofa de Mandioca com Pedaços Crocante Costelinha Defumada Yoki Caseiríssima 200g,"R$ 6,92",https://mercado.carrefour.com.br/busca/farinha,6.92,farinha
2025-03-08,Fubá Mimoso Kodilar 500 g,"R$ 2,19",https://mercado.carrefour.com.br/busca/farinha,2.19,farinha
